iter	Logloss
0	0.3045236751
1	0.1791593136
2	0.1344476912
3	0.1125280434
4	0.1022515074
5	0.09609451211
6	0.09253718553
7	0.08970473589
8	0.08757092656
9	0.08533521842
10	0.08361099754
11	0.08190813365
12	0.07978527522
13	0.07866863457
14	0.07692972068
15	0.07460880199
16	0.07330305884
17	0.07178021533
18	0.07015240176
19	0.06882420175
20	0.06692713689
21	0.06576337869
22	0.06406089054
23	0.06302871918
24	0.06196494335
25	0.06044986499
26	0.05987295017
27	0.05915338233
28	0.0584968278
29	0.05733981155
30	0.056153503
31	0.05486726737
32	0.05365553404
33	0.0524655568
34	0.05192976608
35	0.05127201578
36	0.0506569395
37	0.05014650828
38	0.04981272522
39	0.04896909733
40	0.04801431713
41	0.0473181956
42	0.04601914322
43	0.04530665836
44	0.04440427752
45	0.04366572491
46	0.04322120658
47	0.04238379664
48	0.04194098673
49	0.04146486849
50	0.04086356023
51	0.04017826505
52	0.03976838934
53	0.03920936997
54	0.0383898757
55	0.0379035855
56	0.03746354947
57	0.03675842646
58	0.03619996369
59	0.03599278203
60	0.03553814237
61	0.0351338765
62	0.03461082785
63	0.0341786196
64	0.03356797662
65	0.03293844768
66	0.03254445992
67	0.03243380867
68	0.03212129848
69	0.03169013385
70	0.03123394004
71	0.03076496017
72	0.03035133142
73	0.03003100649
74	0.02966707556
75	0.02924397397
76	0.02872861984
77	0.02839332282
78	0.02783919978
79	0.02727699351
80	0.02682560279
81	0.02650003618
82	0.02624361488
83	0.02578744263
84	0.02562353599
85	0.02530211907
86	0.0250041594
87	0.02474259109
88	0.02442912228
89	0.02400448836
90	0.02363916948
91	0.02321865068
92	0.02294735105
93	0.02275018205
94	0.02247244408
95	0.02246633113
96	0.02195746051
97	0.02167920166
98	0.02133675855
99	0.02103992908
100	0.0208105936
101	0.02060619506
102	0.02027692628
103	0.02008120427
104	0.01979011801
105	0.01959354187
106	0.01931262103
107	0.01910196532
108	0.01889997478
109	0.01865621121
110	0.01846489363
111	0.0183065638
112	0.01818007468
113	0.0177824362
114	0.0174614919
115	0.01729726512
116	0.01718067201
117	0.01692773899
118	0.01667522229
119	0.01646871539
120	0.01639254708
121	0.01621638277
122	0.0160515009
123	0.01583833597
124	0.01562187431
125	0.0155285224
126	0.01528665541
127	0.01502903928
128	0.01486726828
129	0.0146756736
130	0.01439692951
131	0.01421538461
132	0.01409413703
133	0.01386857975
134	0.01375229983
135	0.01359902647
136	0.01347620906
137	0.01331447354
138	0.01313390045
139	0.01299430699
140	0.0129176634
